id	Source	webSource	Fusion_pair	H_gene	H_chr	H_position	H_strand	T_gene	T_chr	T_position	T_strand	Breakpoint_Type	Genome_Build_Version	PMID	Disease	Validation	Kinase	Oncogene	Tumor_suppressor	Receptor	Transcription_Factor	ChimerPub	ChimerSeq
597	Cosmic_recurrent	Cosmic	KMT2A_ELL	KMT2A		4218		ELL		256		Exonic	hg19					Oncogene					
598	Cosmic_recurrent	Cosmic	KMT2A_ELL	KMT2A		4479		ELL		208		Exonic	hg19					Oncogene					
599	Cosmic_recurrent	Cosmic	KMT2A_ELL	KMT2A		4086+159		ELL		256-4877		Exonic	hg19					Oncogene					
600	Cosmic_recurrent	Cosmic	KMT2A_ELL	KMT2A		4332		ELL		208		Exonic	hg19					Oncogene					
601	Cosmic_recurrent	Cosmic	KMT2A_EP300	KMT2A		4332		EP300		4037		Exonic	hg19					Oncogene			Transcription_Factor		
602	Cosmic_recurrent	Cosmic	KMT2A_EP300	KMT2A		4332		EP300		3461		Exonic	hg19					Oncogene			Transcription_Factor		
603	Cosmic_recurrent	Cosmic	KMT2A_EP300	KMT2A		4479+272		EP300		4037-2318		Exonic	hg19					Oncogene			Transcription_Factor		
604	Cosmic_recurrent	Cosmic	KMT2A_EPS15	KMT2A		4086		EPS15		131		Exonic	hg19					Oncogene					
605	Cosmic_recurrent	Cosmic	EPS15_KMT2A	EPS15		130		KMT2A		4087		Exonic	hg19					Oncogene					
606	Cosmic_recurrent	Cosmic	KMT2A_EPS15	KMT2A		4122		EPS15		749-344		Exonic	hg19					Oncogene					
607	Cosmic_recurrent	Cosmic	EPS15_KMT2A	EPS15		748+606		KMT2A		4133		Exonic	hg19					Oncogene					
608	Cosmic_recurrent	Cosmic	KMT2A_EPS15	KMT2A		4332		EPS15		1052		Exonic	hg19					Oncogene					
609	Cosmic_recurrent	Cosmic	KMT2A_FOXO3	KMT2A		4332		FOXO3		926		Exonic	hg19					Oncogene	Tumor_suppressor		Transcription_Factor		
610	Cosmic_recurrent	Cosmic	KMT2A_FOXO3	KMT2A		4218		FOXO3		926		Exonic	hg19					Oncogene	Tumor_suppressor		Transcription_Factor		
611	Cosmic_recurrent	Cosmic	KMT2A_FOXO4	KMT2A		4332+1753		FOXO4		786-791		Exonic	hg19					Oncogene	Tumor_suppressor		Transcription_Factor		
612	Cosmic_recurrent	Cosmic	FRYL_KMT2A	FRYL		7508+1390		KMT2A		4333-1298		Exonic	hg19										
613	Cosmic_recurrent	Cosmic	KMT2A_FRYL	KMT2A		4332+2329		FRYL		7509-1396		Exonic	hg19										
614	Cosmic_recurrent	Cosmic	KMT2A_GAS7	KMT2A		4332		GAS7		345		Exonic	hg19					Oncogene					
615	Cosmic_recurrent	Cosmic	GAS7_KMT2A	GAS7		344+147997		KMT2A		4333-2107		Exonic	hg19					Oncogene					
616	Cosmic_recurrent	Cosmic	KMT2A_GAS7	KMT2A		4332+1516		GAS7		345-30275		Exonic	hg19					Oncogene					
617	Cosmic_recurrent	Cosmic	KMT2A_GPHN	KMT2A		4332+3440		GPHN		2085-35139		Exonic	hg19					Oncogene					
618	Cosmic_recurrent	Cosmic	KMT2A_KIAA1524	KMT2A		4218+392		KIAA1524		2091-214		Exonic	hg19										
619	Cosmic_recurrent	Cosmic	LASP1_KMT2A	LASP1		943		KMT2A		4219		Exonic	hg19					Oncogene					
620	Cosmic_recurrent	Cosmic	KMT2A_LASP1	KMT2A		4218		LASP1		944		Exonic	hg19					Oncogene					
621	Cosmic_recurrent	Cosmic	LPP_KMT2A	LPP		1656+?		KMT2A		4333-?		Exonic	hg19					Oncogene					
622	Cosmic_recurrent	Cosmic	KMT2A_LPP	KMT2A		4332+?		LPP		1657-?		Exonic	hg19					Oncogene					
623	Cosmic_recurrent	Cosmic	MAPRE1_KMT2A	MAPRE1		736+3016		KMT2A		4087-668		Exonic	hg19										
624	Cosmic_recurrent	Cosmic	KMT2A_MAPRE1	KMT2A		4086+1116		MAPRE1		737-4019		Exonic	hg19										
625	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4218		MLLT1		177		Exonic	hg19					Oncogene					
626	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4332		MLLT1		177		Exonic	hg19					Oncogene					
627	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4218		MLLT1		711		Exonic	hg19					Oncogene					
628	Cosmic_recurrent	Cosmic	MLLT1_KMT2A	MLLT1		440+17547		KMT2A		4319		Exonic	hg19					Oncogene				Pub	
629	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4086		MLLT1		441		Exonic	hg19					Oncogene					
630	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4332		MLLT1		711		Exonic	hg19					Oncogene					
631	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4332		MLLT1		1275		Exonic	hg19					Oncogene					
632	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4318		MLLT1		441-13967		Exonic	hg19					Oncogene					
633	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4332+857		MLLT1		177-?		Exonic	hg19					Oncogene					
634	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4322+1282		MLLT1		177-?		Exonic	hg19					Oncogene					
635	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4086		MLLT1		711		Exonic	hg19					Oncogene					
636	Cosmic_recurrent	Cosmic	KMT2A_MLLT1	KMT2A		4086		MLLT1		1275		Exonic	hg19					Oncogene					
637	Cosmic_recurrent	Cosmic	KMT2A_MLLT11	KMT2A		4086		MLLT11		2797		Exonic	hg19					Oncogene					
638	Cosmic_recurrent	Cosmic	KMT2A_MLLT11	KMT2A		4086+77		MLLT11		2797-?		Exonic	hg19					Oncogene					
639	Cosmic_recurrent	Cosmic	KMT2A_MLLT11	KMT2A		4201		MLLT11		2797-6492		Exonic	hg19					Oncogene					
640	Cosmic_recurrent	Cosmic	KMT2A_MLLT11	KMT2A		4218		MLLT11		2797		Exonic	hg19					Oncogene					
641	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4332		MLLT3		1413		Exonic	hg19					Oncogene				Pub	
642	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4086		MLLT3		1413		Exonic	hg19					Oncogene				Pub	
643	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4086		MLLT3		1719		Exonic	hg19					Oncogene				Pub	
644	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4332		MLLT3		708		Exonic	hg19					Oncogene				Pub	
645	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4218		MLLT3		1413		Exonic	hg19					Oncogene				Pub	
646	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4086		MLLT3		1791		Exonic	hg19					Oncogene				Pub	
647	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4270		MLLT3		1413-35265		Exonic	hg19					Oncogene				Pub	
648	Cosmic_recurrent	Cosmic	MLLT3_KMT2A	MLLT3		1412+12829		KMT2A		4219-188		Exonic	hg19					Oncogene					
649	Cosmic_recurrent	Cosmic	KMT2A_MLLT3	KMT2A		4012+106		MLLT3		1489-270		Exonic	hg19					Oncogene				Pub	
650	Cosmic_recurrent	Cosmic	KMT2A_MLLT6	KMT2A		4012		MLLT6		1743		Exonic	hg19					Oncogene					
651	Cosmic_recurrent	Cosmic	KMT2A_MLLT6	KMT2A		4086+416		MLLT6		911-2280		Exonic	hg19					Oncogene					
652	Cosmic_recurrent	Cosmic	KMT2A_MYO1F	KMT2A		4218+404		MYO1F		272-13984		Exonic	hg19										
653	Cosmic_recurrent	Cosmic	KMT2A_NCKIPSD	KMT2A		4086+923		NCKIPSD		1-34		Exonic	hg19					Oncogene					
654	Cosmic_recurrent	Cosmic	KMT2A_PDS5A	KMT2A		4086		PDS5A		2311		Exonic	hg19										
655	Cosmic_recurrent	Cosmic	KMT2A_SARNP	KMT2A		4086		SARNP		92		Exonic	hg19										
656	Cosmic_recurrent	Cosmic	KMT2A_SEPT2	KMT2A		4086		SEPT2		450		Exonic	hg19										
657	Cosmic_recurrent	Cosmic	KMT2A_SEPT2	KMT2A		4218+252		SEPT2		450-1304		Exonic	hg19										
658	Cosmic_recurrent	Cosmic	KMT2A_SEPT5	KMT2A		4218+188		SEPT5		180-44		Exonic	hg19					Oncogene					
659	Cosmic_recurrent	Cosmic	KMT2A_SEPT6	KMT2A		4332+231		SEPT6		296-16932		Exonic	hg19					Oncogene					
660	Cosmic_recurrent	Cosmic	KMT2A_SEPT6	KMT2A		4479		SEPT6		296		Exonic	hg19					Oncogene					
661	Cosmic_recurrent	Cosmic	KMT2A_SEPT6	KMT2A		4086+634		SEPT6		296-2992		Exonic	hg19					Oncogene					
662	Cosmic_recurrent	Cosmic	KMT2A_SEPT6	KMT2A		4332+2110		SEPT6		296-5874		Exonic	hg19					Oncogene					
663	Cosmic_recurrent	Cosmic	KMT2A_SH3GL1	KMT2A		4086+594		SH3GL1		225-2306		Exonic	hg19					Oncogene					
664	Cosmic_recurrent	Cosmic	KMT2A_SORBS2	KMT2A		4218		SORBS2		3595		Exonic	hg19										
665	Cosmic_recurrent	Cosmic	TET1_KMT2A	TET1		5033+1291		KMT2A		4087-1310		Exonic	hg19					Oncogene	Tumor_suppressor				
666	Cosmic_recurrent	Cosmic	KMT2A_TET1	KMT2A		4086+377		TET1		5034-7054		Exonic	hg19					Oncogene	Tumor_suppressor				
667	Cosmic_recurrent	Cosmic	TOP3A_KMT2A	TOP3A		93		KMT2A		4219-68		Exonic	hg19										
668	Cosmic_recurrent	Cosmic	KMT2A_TOP3A	KMT2A		4218+478		TOP3A		97		Exonic	hg19										
669	Cosmic_recurrent	Cosmic	KMT2A_ZFYVE19	KMT2A		4086+?		ZFYVE19		903		Exonic	hg19										
670	Cosmic_recurrent	Cosmic	KTN1_RET	KTN1		3070		RET		2369		Exonic	hg19					Oncogene					
671	Cosmic_recurrent	Cosmic	LRIG3_ROS1	LRIG3		2982		ROS1		5841		Exonic	hg19					Oncogene					
672	Cosmic_recurrent	Cosmic	LSM14A_BRAF	LSM14A		1445		BRAF		1202		Exonic	hg19					Oncogene					
673	Cosmic_recurrent	Cosmic	MBOAT2_PRKCE	MBOAT2		705		PRKCE		1920		Exonic	hg19				Kinase						
674	Cosmic_recurrent	Cosmic	MEAF6_PHF1	MEAF6		550		PHF1		256		Exonic	hg19									Pub	
675	Cosmic_recurrent	Cosmic	MEAF6_PHF1	MEAF6		550+1443		PHF1		256-540		Exonic	hg19									Pub	
676	Cosmic_recurrent	Cosmic	MYO5A_ROS1	MYO5A		3404		ROS1		5841		Exonic	hg19					Oncogene					
677	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1521		STAT6		306		Exonic	hg19					Oncogene				Pub	
678	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846		STAT6		2071		Exonic	hg19					Oncogene				Pub	
679	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846		STAT6		2218		Exonic	hg19					Oncogene				Pub	
680	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1335		STAT6		805		Exonic	hg19					Oncogene				Pub	
681	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1335		STAT6		306		Exonic	hg19					Oncogene				Pub	
682	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846		STAT6		2282		Exonic	hg19					Oncogene				Pub	
683	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1521		STAT6		443		Exonic	hg19					Oncogene				Pub	
684	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1521		STAT6		582		Exonic	hg19					Oncogene				Pub	
685	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1335		STAT6		666		Exonic	hg19					Oncogene				Pub	
686	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1469		STAT6		2393		Exonic	hg19					Oncogene				Pub	
687	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		2711		STAT6		306		Exonic	hg19					Oncogene				Pub	
688	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1654		STAT6		2218		Exonic	hg19					Oncogene				Pub	
689	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1521+45		STAT6		1-902		Exonic	hg19					Oncogene				Pub	
690	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+708		STAT6		2071-25		Exonic	hg19					Oncogene				Pub	
691	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+982		STAT6		2140		Exonic	hg19					Oncogene				Pub	
692	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+588		STAT6		2089		Exonic	hg19					Oncogene				Pub	
693	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+665		STAT6		2218-52		Exonic	hg19					Oncogene				Pub	
694	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1265		STAT6		314		Exonic	hg19					Oncogene				Pub	
695	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+307		STAT6		1994		Exonic	hg19					Oncogene				Pub	
696	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+946		STAT6		2071-226		Exonic	hg19					Oncogene				Pub	
697	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1469+20		STAT6		2486-1151		Exonic	hg19					Oncogene				Pub	
698	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+799		STAT6		2144		Exonic	hg19					Oncogene				Pub	
699	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1521+36		STAT6		306-?		Exonic	hg19					Oncogene				Pub	
700	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1521+48		STAT6		306-?		Exonic	hg19					Oncogene				Pub	
701	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1920		STAT6		306		Exonic	hg19					Oncogene				Pub	
702	Cosmic_recurrent	Cosmic	STAT6_NAB2	STAT6		2217		NAB2		1847		Exonic	hg19					Oncogene				Pub	
703	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1556		STAT6		306-(4000)		Exonic	hg19					Oncogene				Pub	
704	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1543		STAT6		306-(4900)		Exonic	hg19					Oncogene				Pub	
705	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1469		STAT6		2218		Exonic	hg19					Oncogene				Pub	
706	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1469		STAT6		2282		Exonic	hg19					Oncogene				Pub	
707	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1521		STAT6		2282		Exonic	hg19					Oncogene				Pub	
708	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		2711		STAT6		2282		Exonic	hg19					Oncogene				Pub	
709	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		2711		STAT6		2486		Exonic	hg19					Oncogene				Pub	
710	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846		STAT6		306		Exonic	hg19					Oncogene				Pub	
711	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+461		STAT6		2071-180		Exonic	hg19					Oncogene				Pub	
712	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+737		STAT6		2071-182		Exonic	hg19					Oncogene				Pub	
713	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+824		STAT6		2071-314		Exonic	hg19					Oncogene				Pub	
714	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		884		STAT6		306-1695		Exonic	hg19					Oncogene				Pub	
715	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+891		STAT6		1967		Exonic	hg19					Oncogene				Pub	
716	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		2297		STAT6		2071-36		Exonic	hg19					Oncogene				Pub	
717	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1654+41		STAT6		2071-111		Exonic	hg19					Oncogene				Pub	
718	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1510		STAT6		526		Exonic	hg19					Oncogene				Pub	
719	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1601		STAT6		1-2448		Exonic	hg19					Oncogene				Pub	
720	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1583		STAT6		1-5220		Exonic	hg19					Oncogene				Pub	
721	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1846+762		STAT6		2218-197		Exonic	hg19					Oncogene				Pub	
722	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1469		STAT6		306		Exonic	hg19					Oncogene				Pub	
723	Cosmic_recurrent	Cosmic	NAB2_STAT6	NAB2		1654		STAT6		2282		Exonic	hg19					Oncogene				Pub	
724	Cosmic_recurrent	Cosmic	NACC2_NTRK2	NACC2		1314		NTRK2		2134		Exonic	hg19				Kinase						
725	Cosmic_recurrent	Cosmic	NF1_ACCN1	NF1		4091		ACCN1		1582		Exonic	hg19										
726	Cosmic_recurrent	Cosmic	NFIA_EHF	NFIA		743		EHF		528		Exonic	hg19										
727	Cosmic_recurrent	Cosmic	NONO_TFE3	NONO		1336		TFE3		1146		Exonic	hg19										
728	Cosmic_recurrent	Cosmic	NOTCH1_GABBR2	NOTCH1		5714		GABBR2		2354		Exonic	hg19							Receptor			
729	Cosmic_recurrent	Cosmic	NTN1_ACLY	NTN1		1518		ACLY		1197		Exonic	hg19										
730	Cosmic_recurrent	Cosmic	NUP107_LGR5	NUP107		123		LGR5		1382		Exonic	hg19							Receptor		Pub	
731	Cosmic_recurrent	Cosmic	PAX3_NCOA2	PAX3		1539		NCOA2		2577		Exonic	hg19									Pub	
732	Cosmic_recurrent	Cosmic	JAK2_PAX5	JAK2		2928		PAX5		680		Exonic	hg19				Kinase	Oncogene					
733	Cosmic_recurrent	Cosmic	PAX5_JAK2	PAX5		679		JAK2		2929		Exonic	hg19				Kinase	Oncogene					
734	Cosmic_recurrent	Cosmic	PCM1_JAK2	PCM1		6280		JAK2		1821		Exonic	hg19					Oncogene				Pub	
735	Cosmic_recurrent	Cosmic	JAK2_PCM1	JAK2		1820		PCM1		6281		Exonic	hg19					Oncogene					
736	Cosmic_recurrent	Cosmic	JAK2_PCM1	JAK2		2007		PCM1		4548		Exonic	hg19					Oncogene					
737	Cosmic_recurrent	Cosmic	PCM1_JAK2	PCM1		4849		JAK2		1551		Exonic	hg19					Oncogene				Pub	
738	Cosmic_recurrent	Cosmic	PCM1_JAK2	PCM1		6280		JAK2		1551		Exonic	hg19					Oncogene				Pub	
739	Cosmic_recurrent	Cosmic	PCM1_JAK2	PCM1		6280+5205		JAK2		1845		Exonic	hg19					Oncogene				Pub	
740	Cosmic_recurrent	Cosmic	PCM1_JAK2	PCM1		4382		JAK2		2008		Exonic	hg19					Oncogene				Pub	
741	Cosmic_recurrent	Cosmic	PCM1_JAK2	PCM1		4547		JAK2		2626		Exonic	hg19					Oncogene				Pub	
742	Cosmic_recurrent	Cosmic	PLA2R1_RBMS1	PLA2R1		2802		RBMS1		834		Exonic	hg19										
743	Cosmic_recurrent	Cosmic	PLXND1_TMCC1	PLXND1		2864		TMCC1		918		Exonic	hg19										
744	Cosmic_recurrent	Cosmic	PLXND1_TMCC1	PLXND1		3016		TMCC1		918		Exonic	hg19										
745	Cosmic_recurrent	Cosmic	PPFIBP1_ROS1	PPFIBP1		1044		ROS1		5841		Exonic	hg19					Oncogene					
746	Cosmic_recurrent	Cosmic	QKI_NTRK2	QKI		1485		NTRK2		2383		Exonic	hg19										
747	Cosmic_recurrent	Cosmic	RAF1_DAZL	RAF1		1274		DAZL		298		Exonic	hg19				Kinase						
748	Cosmic_recurrent	Cosmic	RANBP2_ALK	RANBP2		2728		ALK		4080		Exonic	hg19				Kinase	Oncogene				Pub	
749	Cosmic_recurrent	Cosmic	RANBP2_ALK	RANBP2		2728+507		ALK		4080-360		Exonic	hg19				Kinase	Oncogene				Pub	
750	Cosmic_recurrent	Cosmic	RANBP2_ALK	RANBP2		2728+1587		ALK		4080-399		Exonic	hg19				Kinase	Oncogene				Pub	
751	Cosmic_recurrent	Cosmic	RBM14_PACS1	RBM14		1941		PACS1		694		Exonic	hg19										
752	Cosmic_recurrent	Cosmic	RGS22_SYCP1	RGS22		3555		SYCP1		2100		Exonic	hg19										
753	Cosmic_recurrent	Cosmic	RNF130_BRAF	RNF130		1109		BRAF		1202		Exonic	hg19										
754	Cosmic_recurrent	Cosmic	SDC4_ROS1	SDC4		239		ROS1		5448		Exonic	hg19				Kinase	Oncogene				Pub	
755	Cosmic_recurrent	Cosmic	SDC4_ROS1	SDC4		239		ROS1		5757		Exonic	hg19				Kinase	Oncogene				Pub	
756	Cosmic_recurrent	Cosmic	SDC4_ROS1	SDC4		485		ROS1		5448		Exonic	hg19				Kinase	Oncogene				Pub	
757	Cosmic_recurrent	Cosmic	SEC31A_ALK	SEC31A		2904+2329		ALK		4080-157		Exonic	hg19									Pub	
758	Cosmic_recurrent	Cosmic	SEC31A_JAK2	SEC31A		2904		JAK2		2626		Exonic	hg19									Pub	
759	Cosmic_recurrent	Cosmic	SEPT8_AFF4	SEPT8		314		AFF4		3480		Exonic	hg19										
760	Cosmic_recurrent	Cosmic	SLC22A1_CUTA	SLC22A1		986		CUTA		915		Exonic	hg19										
761	Cosmic_recurrent	Cosmic	SLC26A6_PRKAR2A	SLC26A6		1941		PRKAR2A		602		Exonic	hg19				Kinase						
762	Cosmic_recurrent	Cosmic	SSX1_SS18	SSX1		466+575		SS18		1287-12019		Exonic	hg19									Pub	
763	Cosmic_recurrent	Cosmic	SS18_SSX4	SS18		1286		SSX4		494		Exonic	hg19										
764	Cosmic_recurrent	Cosmic	SS18_SSX4	SS18		1286		SSX4		233		Exonic	hg19										
765	Cosmic_recurrent	Cosmic	SS18_SSX4	SS18		1286		SSX4		630		Exonic	hg19										
766	Cosmic_recurrent	Cosmic	SS18L1_SSX1	SS18L1		1190		SSX1		467		Exonic	hg19										
767	Cosmic_recurrent	Cosmic	SSBP2_JAK2	SSBP2		583		JAK2		1821		Exonic	hg19									Pub	
768	Cosmic_recurrent	Cosmic	SSH2_SUZ12	SSH2		259		SUZ12		1053		Exonic	hg19										
769	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+301		TAL1		1-184		Exonic	hg19								Transcription_Factor		
770	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+301		TAL1		1-176		Exonic	hg19								Transcription_Factor		
771	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-181		Exonic	hg19								Transcription_Factor		
772	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+305		TAL1		1-183		Exonic	hg19								Transcription_Factor		
773	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-184		Exonic	hg19								Transcription_Factor		
774	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+304		TAL1		1-183		Exonic	hg19								Transcription_Factor		
775	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-183		Exonic	hg19								Transcription_Factor		
776	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+305		TAL1		1-184		Exonic	hg19								Transcription_Factor		
777	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+295		TAL1		1-181		Exonic	hg19								Transcription_Factor		
778	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+305		TAL1		1-181		Exonic	hg19								Transcription_Factor		
779	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+306		TAL1		1-184		Exonic	hg19								Transcription_Factor		
780	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+299		TAL1		1-1853		Exonic	hg19								Transcription_Factor		
781	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+304		TAL1		1-1857		Exonic	hg19								Transcription_Factor		
782	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-182		Exonic	hg19								Transcription_Factor		
783	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+292		TAL1		1-181		Exonic	hg19								Transcription_Factor		
784	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+307		TAL1		1-183		Exonic	hg19								Transcription_Factor		
785	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+300		TAL1		1-184		Exonic	hg19								Transcription_Factor		
786	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+305		TAL1		1-182		Exonic	hg19								Transcription_Factor		
787	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+306		TAL1		1-1853		Exonic	hg19								Transcription_Factor		
788	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+307		TAL1		1-1857		Exonic	hg19								Transcription_Factor		
789	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-1857		Exonic	hg19								Transcription_Factor		
790	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+306		TAL1		1-4184		Exonic	hg19								Transcription_Factor		
791	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-7337		Exonic	hg19								Transcription_Factor		
792	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		188		TAL1		1-246		Exonic	hg19								Transcription_Factor		
793	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-180		Exonic	hg19								Transcription_Factor		
794	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+302		TAL1		1-176		Exonic	hg19								Transcription_Factor		
795	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+297		TAL1		1-184		Exonic	hg19								Transcription_Factor		
796	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+295		TAL1		1-184		Exonic	hg19								Transcription_Factor		
797	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+308		TAL1		1-1853		Exonic	hg19								Transcription_Factor		
798	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+307		TAL1		1-1853		Exonic	hg19								Transcription_Factor		
799	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+305		TAL1		1-1849		Exonic	hg19								Transcription_Factor		
800	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+298		TAL1		1-1854		Exonic	hg19								Transcription_Factor		
801	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+294		TAL1		1-181		Exonic	hg19								Transcription_Factor		
802	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+306		TAL1		1-181		Exonic	hg19								Transcription_Factor		
803	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+304		TAL1		1-181		Exonic	hg19								Transcription_Factor		
804	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+304		TAL1		1-184		Exonic	hg19								Transcription_Factor		
805	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+307		TAL1		1-178		Exonic	hg19								Transcription_Factor		
806	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+307		TAL1		1-182		Exonic	hg19								Transcription_Factor		
807	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+286		TAL1		1-182		Exonic	hg19								Transcription_Factor		
808	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+307		TAL1		1-181		Exonic	hg19								Transcription_Factor		
809	Cosmic_recurrent	Cosmic	STIL_TAL1	STIL		112+304		TAL1		1-182		Exonic	hg19								Transcription_Factor		
